Datum,Area,Area_glatt,Vol_calc,Volume,WD,WD_calc,WD_calc_smooth
2017-02-28,,,,6223.9626586155555,2.864333333333333,,
2017-03-01,,,,6248.890154616252,2.86975,,
2017-03-02,,,,6250.425939668472,2.870083333333333,,
2017-03-03,,,,6257.339533918472,2.871583333333333,,
2017-03-04,,,,6285.035826618473,2.8775833333333334,,
2017-03-05,,,,6310.483009771805,2.883083333333333,,
2017-03-06,,,,6264.641764073886,2.873166666666666,,
2017-03-07,,,,6242.749084318475,2.868416666666667,,
2017-03-08,,,,6194.12181275389,2.857833333333333,,
2017-03-09,,,,6304.308820896251,2.8817500000000003,,
2017-03-10,,,,6291.5850158600015,2.8789999999999996,,
2017-03-11,,,,6250.425939668472,2.870083333333333,,
2017-03-12,,,,6275.4114578650015,2.8755,,
2017-03-13,,,,6200.618879046251,2.85925,,
2017-03-14,,,,6289.273110385003,2.8785000000000003,,
2017-03-15,,,,6317.819160595553,2.8846666666666665,,
2017-03-16,,,,6307.395501351804,2.8824166666666664,,
2017-03-17,,,,6363.485087664998,2.8944999999999994,,
2017-03-18,,,,6615.09478784,2.948,,
2017-03-19,,,,6954.798057184998,3.0184999999999995,,
2017-03-20,,,,7284.54814740722,3.0851666666666664,,
2017-03-21,,,,7675.7136226205575,3.1621666666666672,,
2017-03-22,,,,7827.634368985,3.1915,,
2017-03-23,,,,7877.614956671805,3.201083333333333,,
2017-03-24,,,,7576.8867613784705,3.1429166666666664,,
2017-03-25,,,,6800.263059555553,2.9866666666666664,,
2017-03-26,,,,6514.125251555554,2.9266666666666663,,
2017-03-27,,,,6144.942372211805,2.8470833333333334,,
2017-03-28,,,,6016.729613353889,2.818833333333333,,
2017-03-29,,,,6052.886754740554,2.826833333333333,,
2017-03-30,,,,6196.796622551806,2.8584166666666664,,
2017-03-31,,,,6335.212883851806,2.888416666666666,,
2017-04-01,,,,6355.344924366247,2.8927499999999995,,
2017-04-02,,,,6220.5154671718055,2.863583333333333,,
2017-04-03,,,,6181.520533518469,2.855083333333333,,
2017-04-04,,,,6152.552990406251,2.8487500000000003,,
2017-04-05,,,,6034.040032782223,2.8226666666666667,,
2017-04-06,,,,5978.068598016252,2.81025,,
2017-04-07,,,,6133.916167528887,2.8446666666666665,,
2017-04-08,,,,6415.950934896248,2.90575,,
2017-04-09,,,,6905.238768055553,3.0083333333333333,,
2017-04-10,,,,7288.30493286847,3.0859166666666664,,
2017-04-11,,,,7521.573478461806,3.1320833333333336,,
2017-04-12,,,,7554.309563585002,3.1385000000000005,,
2017-04-13,,,,7859.77616528222,3.1976666666666667,,
2017-04-14,,,,8129.6414715051405,3.2489166666666667,,
2017-04-15,,,,8383.67951429555,3.2963333333333327,,
2017-04-16,,,,8441.855810545141,3.3070833333333334,,
2017-04-17,,,,8279.146987571807,3.2769166666666667,,
2017-04-18,,,,7920.778764515557,3.2093333333333334,,
2017-04-19,,,,7494.4226363462485,3.12675,,
2017-04-20,,,,7161.162094878474,3.060416666666667,,
2017-04-21,,,,6976.387907378469,3.0229166666666663,,
2017-04-22,,,,6901.1850696249985,3.0075,,
2017-04-23,,,,6798.6548793622205,2.986333333333333,,
2017-04-24,,,,6679.029434088472,2.9614166666666666,,
2017-04-25,,,,6551.495480128474,2.9345833333333338,,
2017-04-26,,,,6428.42185138514,2.9084166666666667,,
2017-04-27,,,,6390.660169495553,2.9003333333333328,,
2017-04-28,,,,6398.436121839999,2.902,,
