Datum,Volume,WD,W_change
2017-05-19,13053.241818697988,4.071416666666667,1729.219347666658
2017-05-20,14782.461166364646,4.271416666666666,885.882684992228
2017-05-21,15668.343851356874,4.36925,373.6454062642297
2017-05-22,16041.989257621104,4.409666666666666,-760.200380831453
2017-05-23,15281.788876789651,4.3269166666666665,-3085.6802817027765
2017-05-24,12196.108595086875,3.96725,874.5798051406182
2017-05-25,13070.688400227493,4.073499999999999,651.7549563269476
2017-05-26,13722.44335655444,4.150333333333333,467.03853357743174
2017-05-27,14189.481890131872,4.20425,500.2043516581343
2017-05-28,14689.686241790007,4.261000000000001,819.026366815262
2017-05-29,15508.712608605269,4.3518333333333326,1422.0287751093765
2017-05-30,16930.741383714645,4.503916666666666,1922.969631318323
2017-05-31,18853.711015032968,4.699583333333332,1646.1879650989758
2017-06-01,20499.898980131944,4.859166666666667,1889.2824862155467
2017-06-02,22389.18146634749,5.034499999999999,2550.070568606956
2017-06-03,24939.252034954447,5.259666666666667,833.9501059024187
2017-06-04,25773.202140856865,5.330749999999999,417.7056705611176
2017-06-05,26190.907811417983,5.365916666666666,120.39514282198797
2017-06-06,26311.30295423997,5.375999999999999,44.84627697188989
2017-06-07,26356.14923121186,5.379749999999999,-117.5147725605566
2017-06-08,26238.634458651304,5.369916666666668,-832.7879386183413
2017-06-09,25405.846520032963,5.299583333333332,-1172.1401330183253
2017-06-10,24233.706387014638,5.198583333333334,-1219.593824382704
2017-06-11,23014.112562631934,5.090833333333332,-1197.6803453400025
2017-06-12,21816.43221729193,4.982166666666665,-1156.4419699908285
2017-06-13,20659.990247301102,4.8743333333333325,-1058.4905954347923
2017-06-14,19601.49965186631,4.772916666666665,-1006.8613785743582
2017-06-15,18594.638273291952,4.6738333333333335,-971.7737123856423
2017-06-16,17622.86456090631,4.5755833333333324,-1049.4479796852029
2017-06-17,16573.416581221107,4.466333333333333,-993.0111722666661
2017-06-18,15580.40540895444,4.359666666666667,-918.8636865958251
2017-06-19,14661.541722358616,4.257833333333334,-820.751002890629
2017-06-20,13840.790719467986,4.164083333333333,-400.26285358355744
2017-06-21,13440.527865884429,4.117333333333332,-78.48518466978021
2017-06-22,13362.042681214649,4.108083333333333,-292.0523730799978
2017-06-23,13069.990308134651,4.073416666666667,-539.3867116068686
