Datum,WD,Vol,W_change
2016-09-19,8.024333333333333,54744.92591781556,-281.4577507505819
2016-09-20,8.004499999999998,54463.46816706498,-480.7941189999692
2016-09-21,7.9705,53982.67404806501,-613.1624859931908
2016-09-22,7.926916666666667,53369.51156207182,-688.6266591896056
2016-09-23,7.877666666666666,52680.884902882215,-727.9400624159462
2016-09-24,7.825250000000001,51952.94484046627,-797.2252877977735
2016-09-25,7.767416666666668,51155.719552668495,-806.8869332833419
2016-09-26,7.708416666666667,50348.83261938515,-866.8095667201342
2016-09-27,7.644500000000002,49482.02305266502,-883.7311827587764
2016-09-28,7.578749999999999,48598.29186990624,-888.9337796662294
2016-09-29,7.5120000000000005,47709.35809024001,-902.5155610015354
2016-09-30,7.443583333333334,46806.84252923848,-912.2107175822239
2016-10-01,7.37375,45894.631811656254,-876.3144030962503
2016-10-02,7.306,45018.317408560004,-865.639256208211
2016-10-03,7.238416666666666,44152.67815235179,-962.2291617267692
2016-10-04,7.162500000000001,43190.448990625024,-985.7578122044506
2016-10-05,7.0838333333333345,42204.69117842057,-1023.4583122666882
2016-10-06,7.001166666666666,41181.232866153885,-878.9981752383101
2016-10-07,6.929333333333335,40302.234690915575,-932.5482783993211
2016-10-08,6.852250000000001,39369.686412516254,-963.0565271273517
2016-10-09,6.771666666666667,38406.6298853889,-948.0278037266762
2016-10-10,6.691333333333334,37458.602081662226,-993.8657371022273
2016-10-11,6.605999999999999,36464.73634456,-952.724602654831
2016-10-12,6.523083333333335,35512.01174190517,-909.8875597512742
2016-10-13,6.442833333333334,34602.12418215389,-692.8930670938862
2016-10-14,6.381,33909.23111506001,593.4722646999944
2016-10-15,6.434,34502.70337976,210.26776462222188
2016-10-16,6.4526666666666666,34712.97114438222,-301.11980744705943
2016-10-17,6.4259166666666685,34411.851336935164,-526.7703313145976
2016-10-18,6.378833333333334,33885.08100562057,-603.6712505820833
2016-10-19,6.324416666666667,33281.40975503848,-517.8675142562533
2016-10-20,6.277333333333334,32763.54224078223,-536.3740656416594
2016-10-21,6.2281666666666675,32227.16817514057,-482.4798817020819
2016-10-22,6.183583333333335,31744.68829343849,-546.4898167895844
2016-10-23,6.132666666666668,31198.198476648904,-539.895033927085
2016-10-24,6.081916666666667,30658.30344272182,-323.9163423155587
2016-10-25,6.0512500000000005,30334.38710040626,194.31570562263005
2016-10-26,6.0696666666666665,30528.70280602889,60.79813859958449
2016-10-27,6.0754166666666665,30589.500944628475,-155.83679117959036
2016-10-28,6.060666666666666,30433.664153448884,-395.2436132104158
2016-10-29,6.023083333333333,30038.42054023847,-556.3613086222322
2016-10-30,5.969749999999999,29482.059231616237,-591.3221159912282
2016-10-31,5.9125000000000005,28890.73711562501,-643.6560387600075
2016-11-01,5.8495,28247.081076865,-745.7622598265225
2016-11-02,5.7755833333333335,27501.31881703848,-813.7633693822208
2016-11-03,5.6937500000000005,26687.555447656257,-805.3359190712472
2016-11-04,5.6115,25882.21952858501,-711.3932673687596
2016-11-05,5.53775,25170.82626121625,-330.1014524090315
2016-11-06,5.503166666666666,24840.72480880722,51.555479381251644
2016-11-07,5.508583333333333,24892.28028818847,-203.52325356791334
2016-11-08,5.487166666666667,24688.757034620558,-526.5684105583314
2016-11-09,5.431333333333334,24162.188624062226,-327.90254290596204
2016-11-10,5.396250000000001,23834.286081156264,-616.7743144444539
2016-11-11,5.329583333333334,23217.51176671181,-785.6666851562513
2016-11-12,5.243333333333333,22431.84508155556,-637.8349243349985
2016-11-13,5.172166666666667,21794.01015722056,-826.5647651650033
2016-11-14,5.078333333333333,20967.445392055557,-751.7166890599983
2016-11-15,4.991333333333333,20215.72870299556,-698.4085127355502
2016-11-16,4.909000000000001,19517.32019026001,-855.2520649382059
2016-11-17,4.806083333333333,18662.068125321803,-874.9420172255523
2016-11-18,4.69825,17787.12610809625,-795.9381070800009
2016-11-19,4.59775,16991.18800101625,-782.8508356312486
2016-11-20,4.4965,16208.337165385,-843.1022594231963
2016-11-21,4.3845833333333335,15365.234905961805,-849.237000306668
2016-11-22,4.268583333333333,14515.997905655136,-805.5046302888877
2016-11-23,4.15525,13710.493275366249,-794.5885393662593
2016-11-24,4.039999999999998,12915.90473599999,-824.0032990149903
2016-11-25,3.9164999999999996,12091.901436985,-826.6747396965311
2016-11-26,3.788083333333333,11265.226697288468,-819.2412217745768
2016-11-27,3.6558333333333337,10445.985475513891,-960.5728364420884
2016-11-28,3.493583333333333,9485.412639071803,-1059.3623762245807
2016-11-29,3.3041666666666667,8426.050262847222,-847.4580872009692
2016-11-30,3.1432500000000005,7578.592175646253,-535.9873538077782
2016-12-01,3.036416666666667,7042.604821838475,-288.49437279333506
2016-12-02,2.9770833333333333,6754.11044904514,-251.36969084888915
2016-12-03,2.9242500000000002,6502.740758196251,-104.30463635625165
2016-12-04,2.9019999999999997,6398.436121839999,-80.23071867374983
2016-12-05,2.88475,6318.205403166249,62.74210292999851
2016-12-06,2.8982499999999995,6380.947506096248,15.933011292641822
2016-12-07,2.901666666666667,6396.8805173888895,10.504346966245976
2016-12-08,2.903916666666666,6407.3848643551355,-24.883875466663085
2016-12-09,2.8985833333333333,6382.500988888472,-3.8833188722201157
2016-12-10,2.8977500000000003,6378.617670016252,-16.295812120002665
2016-12-11,2.89425,6362.32185789625,-78.44138244735768
2016-12-12,2.877333333333334,6283.880475448892,-54.55343618389088
2016-12-13,2.8655000000000004,6229.327039265001,81.92797698125105
2016-12-14,2.8832500000000003,6311.255016246252,-59.67710195069685
2016-12-15,2.8703333333333334,6251.577914295555,-18.801005639304094
2016-12-16,2.8662500000000004,6232.776908656251,13.042296828888539
2016-12-17,2.8690833333333337,6245.81920548514,-5.372168690002582
2016-12-18,2.8679166666666664,6240.447036795137,-72.65728566666348
2016-12-19,2.8520833333333333,6167.789751128474,40.47752198999842
2016-12-20,2.8609166666666668,6208.267273118472,87.17195348875066
2016-12-21,2.8798333333333335,6295.439226607223,46.738481794583095
2016-12-22,2.8899166666666667,6342.177708401806,3.4839841137481926
2016-12-23,2.8906666666666663,6345.661692515554,18.598946346670346
2016-12-24,2.894666666666667,6364.260638862224,12.02766080402671
2016-12-25,2.89725,6376.288299666251,17.0928645188842
2016-12-26,2.900916666666666,6393.381164185135,-89.84388403332923
2016-12-27,2.8815833333333334,6303.537280151806,12.350861644444194
2016-12-28,2.88425,6315.88814179625,30.935111622224213
2016-12-29,2.890916666666667,6346.823253418474,25.583797286663867
2016-12-30,2.8964166666666666,6372.407050705138,38.48135842375268
2016-12-31,2.904666666666667,6410.888409128891,-9.340457413334661
2017-01-01,2.9026666666666667,6401.547951715556,-43.87784856930375
2017-01-02,2.8932500000000005,6357.670103146253,-116.45576892445024
2017-01-03,2.868083333333333,6241.214334221802,104.83453232444845
2017-01-04,2.89075,6346.048866546251,-234.15246847236085
2017-01-05,2.8398333333333334,6111.89639807389,-183.54627289333348
2017-01-06,2.799166666666667,5928.3501251805565,204.42602145791807
2017-01-07,2.844416666666667,6132.7761466384745,128.02175624374922
2017-01-08,2.8723333333333336,6260.797902882224,-73.55126165333331
2017-01-09,2.8563333333333336,6187.24664122889,-27.458770400001413
2017-01-10,2.8503333333333334,6159.787870828889,-52.82096792264019
2017-01-11,2.8387499999999997,6106.966902906249,230.18023398097193
2017-01-12,2.888833333333333,6337.147136887221,-107.43683054874782
2017-01-13,2.8655833333333334,6229.710306338473,-109.8462591200032
2017-01-14,2.841583333333333,6119.86404721847,-57.164215358469846
2017-01-15,2.829,6062.69983186,-54.990874652778075
2017-01-16,2.8168333333333333,6007.708957207222,53.48060125499978
2017-01-17,2.8286666666666664,6061.189558462222,91.74409869166993
2017-01-18,2.8488333333333338,6152.9336571538915,21.71938938458152
2017-01-19,2.8535833333333334,6174.653046538473,47.39437635000104
2017-01-20,2.863916666666667,6222.047422888474,27.61059837999892
2017-01-21,2.8699166666666667,6249.658021268473,37.68885698666509
2017-01-22,2.878083333333333,6287.346878255138,-27.317592367918223
2017-01-23,2.8721666666666663,6260.02928588722,18.46109026667
2017-01-24,2.8761666666666668,6278.49037615389,-9.618870552085355
2017-01-25,2.874083333333333,6268.8715056018045,17.704970360004154
2017-01-26,2.877916666666667,6286.576475961809,-22.319156223335085
2017-01-27,2.8730833333333337,6264.257319738474,-15.75107904291508
2017-01-28,2.8696666666666673,6248.5062406955585,40.38159738957802
2017-01-29,2.8784166666666664,6288.8878380851365,-12.321882888888467
2017-01-30,2.8757499999999996,6276.565955196248,-18.073748055690885
2017-01-31,2.8718333333333335,6258.492207140557,74.399999987917
2017-02-01,2.887916666666667,6332.892207128474,1.5470660677747219
2017-02-02,2.8882499999999998,6334.439273196249,19.35579072222572
2017-02-03,2.892416666666667,6353.795063918475,-38.67923908333523
2017-02-04,2.8840833333333333,6315.115824835139,-18.520082733333766
2017-02-05,2.8800833333333333,6296.595742101806,107.28662537208402
2017-02-06,2.903166666666667,6403.88236747389,-13.999508600000809
2017-02-07,2.900166666666667,6389.882858873889,13.61040696458258
2017-02-08,2.903083333333333,6403.493265838471,-79.4926716784721
2017-02-09,2.8859999999999997,6324.000594159999,52.675901555556266
2017-02-10,2.8973333333333335,6376.676495715556,57.985781700691405
2017-02-11,2.9097499999999994,6434.662277416247,-60.702882369999315
2017-02-12,2.8967499999999995,6373.959395046248,30.701214509309466
2017-02-13,2.9033333333333338,6404.660609555557,-20.605930883749352
2017-02-14,2.898916666666667,6384.054678671808,74.42960540207878
2017-02-15,2.9148333333333327,6458.484284073887,-26.942633655415193
2017-02-16,2.9090833333333332,6431.541650418471,-63.01455497999905
2017-02-17,2.895583333333333,6368.527095438472,-91.19141066999873
2017-02-18,2.875916666666667,6277.335684768474,-6.156387639999593
2017-02-19,2.8745833333333337,6271.179297128474,13.471399496525919
2017-02-20,2.8775,6284.650696625,50.56218722680569
2017-02-21,2.8884166666666666,6335.212883851806,28.659972943332832
2017-02-22,2.8945833333333333,6363.872856795138,-25.951928135138587
2017-02-23,2.889,6337.92092866,-96.32292631944074
2017-02-24,2.868166666666667,6241.598002340559,-99.69842846875508
2017-02-25,2.8464166666666664,6141.899573871804,118.12971201541859
2017-02-26,2.8721666666666668,6260.029285887223,1.152944897917223
2017-02-27,2.8724166666666666,6261.18223078514,-37.21957216958435
2017-02-28,2.864333333333333,6223.9626586155555,24.92749600069601
2017-03-01,2.8697500000000002,6248.8901546162515,1.5357850522204899
2017-03-02,2.870083333333333,6250.425939668472,6.913594249999733
2017-03-03,2.871583333333333,6257.339533918472,27.696292700001322
2017-03-04,2.8775833333333334,6285.035826618473,25.447183153332844
2017-03-05,2.8830833333333334,6310.483009771806,-45.841245697918566
2017-03-06,2.873166666666666,6264.641764073887,-21.892679755412246
2017-03-07,2.868416666666667,6242.749084318475,-48.62727156458641
2017-03-08,2.8578333333333332,6194.121812753889,110.18700814236217
2017-03-09,2.8817500000000003,6304.308820896251,-12.723805036250269
2017-03-10,2.879,6291.585015860001,-41.159076191528584
2017-03-11,2.870083333333333,6250.425939668472,24.985518196528574
2017-03-12,2.8755,6275.411457865001,-74.79257881874946
2017-03-13,2.85925,6200.618879046251,88.65423133875083
2017-03-14,2.8785000000000003,6289.273110385002,28.546050210550675
2017-03-15,2.884666666666666,6317.819160595553,-10.423659243748261
2017-03-16,2.8824166666666664,6307.395501351804,56.08958631319365
2017-03-17,2.8944999999999994,6363.485087664998,251.60970017500222
2017-03-18,2.948,6615.09478784,339.70326934499644
2017-03-19,3.0184999999999995,6954.798057184997,329.75009022222366
2017-03-20,3.0851666666666664,7284.54814740722,391.16547521333814
2017-03-21,3.1621666666666672,7675.713622620558,151.92074636444158
2017-03-22,3.1915,7827.634368985,49.98058768680494
2017-03-23,3.201083333333333,7877.614956671805,-300.72819529333356
2017-03-24,3.1429166666666664,7576.886761378471,-776.6237018229185
2017-03-25,2.9866666666666664,6800.263059555553,-286.1378079999986
2017-03-26,2.9266666666666663,6514.125251555554,-369.182879343748
2017-03-27,2.8470833333333334,6144.942372211806,-128.21275885791692
2017-03-28,2.8188333333333335,6016.729613353889,36.15714138666499
2017-03-29,2.826833333333333,6052.886754740554,143.90986781125048
2017-03-30,2.8584166666666664,6196.796622551805,138.41626130000077
2017-03-31,2.8884166666666666,6335.212883851806,20.13204051444245
2017-04-01,2.8927499999999995,6355.344924366248,-134.82945719444342
2017-04-02,2.863583333333333,6220.515467171805,-38.994933653335465
2017-04-03,2.855083333333333,6181.520533518469,-28.967543112217754
2017-04-04,2.8487500000000003,6152.552990406251,-118.51295762402879
2017-04-05,2.8226666666666667,6034.040032782223,-55.971434765971935
2017-04-06,2.81025,5978.068598016251,155.84756951263626
2017-04-07,2.8446666666666665,6133.916167528887,282.0347673673623
2017-04-08,2.90575,6415.950934896249,489.2878331593038
2017-04-09,3.008333333333333,6905.238768055553,383.06616481291803
2017-04-10,3.0859166666666664,7288.304932868471,233.26854559333606
2017-04-11,3.1320833333333336,7521.573478461807,32.73608512319515
2017-04-12,3.1385000000000005,7554.309563585002,305.4666016972187
2017-04-13,3.1976666666666667,7859.776165282221,269.86530622291866
2017-04-14,3.2489166666666667,8129.64147150514,254.03804279041105
2017-04-15,3.2963333333333327,8383.67951429555,58.17629624958863
2017-04-16,3.3070833333333334,8441.85581054514,-162.70882297333264
2017-04-17,3.2769166666666667,8279.146987571807,-358.3682230562499
2017-04-18,3.2093333333333334,7920.778764515557,-426.35612816930734
2017-04-19,3.12675,7494.422636346249,-333.2605414677755
2017-04-20,3.060416666666667,7161.162094878474,-184.7741875000047
2017-04-21,3.022916666666666,6976.387907378469,-75.2028377534707
2017-04-22,3.0075,6901.1850696249985,-102.53019026277798
2017-04-23,2.986333333333333,6798.6548793622205,-119.62544527374848
2017-04-24,2.9614166666666666,6679.029434088472,-127.53395395999814
2017-04-25,2.9345833333333338,6551.495480128474,-123.07362874333376
2017-04-26,2.908416666666667,6428.42185138514,-37.761681889586725
2017-04-27,2.9003333333333328,6390.660169495553,7.775952344445614
2017-04-28,2.9019999999999997,6398.436121839999,-111.47445119999793
2017-04-29,2.878,6286.961670640001,-40.75864179277778
2017-04-30,2.8691666666666666,6246.203028847223,191.97094361777908
2017-05-01,2.9105000000000003,6438.173972465002,271.5514423555551
2017-05-02,2.9678333333333335,6709.7254148205575,273.59523632833134
2017-05-03,3.0243333333333333,6983.320651148889,181.56364873833354
2017-05-04,3.061166666666667,7164.884299887222,128.01368271999672
2017-05-05,3.086833333333333,7292.897982607219,695.7151448090326
2017-05-06,3.2222500000000003,7988.613127416252,580.7130262487508
2017-05-07,3.3305000000000002,8569.326153665002,371.2938489505523
2017-05-08,3.3976666666666664,8940.620002615555,335.4579104295881
2017-05-09,3.4570833333333337,9276.077913045143,484.0087921354152
2017-05-10,3.5408333333333335,9760.086705180558,441.5326687483339
2017-05-11,3.615333333333334,10201.619373928892,-113.58787163333545
2017-05-12,3.5963333333333334,10088.031502295556,455.8441524595801
2017-05-13,3.6719166666666663,10543.875654755137,923.9438492448644
2017-05-14,3.8200000000000003,11467.819504000001,1570.5553074399977
2017-05-15,4.058,13038.374811439999,1948.5674107822215
2017-05-16,4.333333333333333,14986.94222222222,3045.4588901840325
2017-05-17,4.72875,18032.401112406253,403.11828134555253
2017-05-18,4.778416666666666,18435.519393751805,286.83686768333064
2017-05-19,4.813416666666666,18722.356261435136,218.0047633054237
2017-05-20,4.839833333333334,18940.36102474056,-20.687059158331977
2017-05-21,4.8373333333333335,18919.673965582228,-249.3906300370836
2017-05-22,4.807083333333334,18670.283335545144,-394.26033912459025
2017-05-23,4.758833333333333,18276.022996420554,-480.2146184383346
2017-05-24,4.699333333333333,17795.80837798222,-532.8512836333284
2017-05-25,4.632333333333333,17262.95709434889,-568.4648165866674
2017-05-26,4.559666666666667,16694.492277762223,-608.1174550972228
2017-05-27,4.4805,16086.374822665,-551.6467588161067
2017-05-28,4.407333333333334,15534.728063848894,-580.1576647437469
2017-05-29,4.328916666666667,14954.570399105147,-569.3005123933453
2017-05-30,4.250416666666666,14385.269886711802,-581.2533073900031
2017-05-31,4.168583333333332,13804.016579321798,-555.0257389155449
2017-06-01,4.08875,13248.990840406253,-338.1759255600082
2017-06-02,4.039249999999999,12910.814914846245,-194.88082413443772
2017-06-03,4.010416666666667,12715.934090711808,-213.9146383268071
2017-06-04,3.9785,12502.019452385,-133.07856039999933
2017-06-05,3.9585000000000004,12368.940891985001,-81.14263332875453
2017-06-06,3.9462499999999996,12287.798258656247,184.76890261222434
2017-06-07,3.974083333333333,12472.567161268471,148.18364988777648
2017-06-08,3.99625,12620.750811156247,-162.0636265162484
2017-06-09,3.972,12458.687184639999,-378.2577433737515
2017-06-10,3.9147499999999997,12080.429441266248,-519.9434740012493
2017-06-11,3.8345,11560.485967264998,-605.1905497361095
2017-06-12,3.7386666666666666,10955.295417528889,-672.0584240904172
2017-06-13,3.6289166666666666,10283.236993438471,-703.3456559033311
2017-06-14,3.509916666666667,9579.89133753514,-749.783406647919
2017-06-15,3.3778333333333332,8830.107930887221,-637.4607740409701
2017-06-16,3.2607500000000003,8192.647156846251,-692.7137942923637
2017-06-17,3.1278333333333332,7499.9333625538875,-660.6085616876408
2017-06-18,2.9947499999999994,6839.324800866247,-532.3151798506915
2017-06-19,2.8823333333333334,6307.009621015555,-482.5819508349996
2017-06-20,2.7758333333333334,5824.427670180556,-270.1295603120834
2017-06-21,2.7140833333333334,5554.298109868472,-248.30766768791727
2017-06-22,2.6558333333333333,5305.990442180555,-156.51019812499726
2017-06-23,2.6183333333333336,5149.480244055558,-64.61062834000131
2017-06-24,2.602666666666667,5084.869615715556,201.50128143833444
2017-06-25,2.651166666666667,5286.370897153891,308.6620306311097
2017-06-26,2.7235,5595.0329277850005,-7.9436223961092765
2017-06-27,2.721666666666667,5587.089305388891,-111.98094197333648
2017-06-28,2.6956666666666664,5475.108363415555,364.10327443166807
2017-06-29,2.779166666666667,5839.211637847223,387.04973055999926
2017-06-30,2.8648333333333333,6226.261368407222,202.55041257777884
2017-07-01,2.9085,6428.811780985001,189.45196627721998
2017-07-02,2.9486666666666665,6618.263747262221,-35.998057057082406
2017-07-03,2.9410833333333333,6582.2656902051385,-254.01343933333283
2017-07-04,2.8869166666666666,6328.252250871806,-366.65719996999815
2017-07-05,2.8065833333333337,5961.595050901808,-462.18790963958963
2017-07-06,2.7013333333333325,5499.407141262218,-314.6808571883266
2017-07-07,2.626833333333334,5184.726284073891,67.7567568979157
2017-07-08,2.6430833333333337,5252.483040971807,-60.13702384291901
2017-07-09,2.6286666666666663,5192.346017128888,239.31741933611193
2017-07-10,2.6854999999999998,5431.663436465,369.15293960000236
2017-07-11,2.7705000000000006,5800.816376065002,203.88735168888525
2017-07-12,2.8161666666666663,6004.7037277538875,-154.39053036499809
2017-07-13,2.7816666666666667,5850.313197388889,106.04552273958234
2017-07-14,2.8054166666666664,5956.358720128472,307.51416821152725
2017-07-15,2.8729999999999998,6263.872888339999,-104.46591712374811
2017-07-16,2.8502500000000004,6159.406971216251,-372.5847292340295
2017-07-17,2.767333333333333,5786.822241982221,-342.00322839374894
2017-07-18,2.6885833333333333,5444.819013588472,-99.11560392222236
2017-07-19,2.66525,5345.70340966625,-1096.3704210062497
2017-07-20,2.389,4249.33298866,-1187.7058972048617
2017-07-21,2.0380833333333332,3061.6270914551387,2.5487436833336687
2017-07-22,2.0389166666666667,3064.1758351384724,-14.76470513666527
2017-07-23,2.0340833333333337,3049.411130001807,181.6281635999976
2017-07-24,2.0925833333333332,3231.0392936018047,1404.9266364866676
2017-07-25,2.4905833333333334,4635.965930088472,624.5413664115285
2017-07-26,2.645,5260.507296500001,-23.007767035001052
2017-07-27,2.6395,5237.499529465,-284.86705864874693
2017-07-28,2.5702500000000006,4952.632470816253,-421.94777454777795
2017-07-29,2.4634166666666673,4530.684696268475,-518.3610685000017
2017-07-30,2.3240833333333337,4012.323627768473,-121.00061723333283
2017-07-31,2.2900833333333335,3891.3230105351404,-197.1671883129202
2017-08-01,2.233333333333333,3694.15582222222,-389.4274354259687
2017-08-02,2.1157500000000002,3304.7283867962515,-258.8746309177791
2017-08-03,2.032916666666667,3045.8537558784724,-78.8706668712507
2017-08-04,2.0068333333333332,2966.9830890072217,6.002725746666329
2017-08-05,2.008833333333333,2972.985814753888,3967.168163511109
2017-08-06,3.0154999999999994,6940.153978264997,6081.1750064000125
2017-08-07,4.055500000000001,13021.32898466501,1181.4791203867953
2017-08-08,4.224916666666666,14202.808105051805,330.6265588081933
2017-08-09,4.271,14533.434663859998,63.22410145625145
2017-08-10,4.27975,14596.65876531625,-93.8814875700009
2017-08-11,4.26675,14502.777277746249,-232.1347967410984
2017-08-12,4.234416666666668,14270.64248100515,-353.37272574293274
2017-08-13,4.184666666666666,13917.269755262218,-337.7332946772185
2017-08-14,4.1365,13579.536460584999,-284.6512609565325
2017-08-15,4.095416666666666,13294.885199628467,-460.2918549884689
2017-08-16,4.028,12834.593344639998,-500.46209809374704
2017-08-17,3.95325,12334.13124654625,-568.8312610506928
2017-08-18,3.8663333333333334,11765.299985495558,-397.1626487466747
2017-08-19,3.8043333333333327,11368.137336748883,4.232479751113715
2017-08-20,3.8049999999999997,11372.369816499997,-56.54089614485929
2017-08-21,3.7960833333333333,11315.828920355138,-282.56587586791466
2017-08-22,3.7511666666666668,11033.263044487223,-399.18883826500496
2017-08-23,3.686666666666666,10634.074206222218,-495.3102099483276
2017-08-24,3.6048333333333336,10138.76399627389,-553.0721033220852
